smiles,Delta_Gibbs
C1=CC2=C3C(=C1C=C2)C=CS3,-3.6
C1=CC2=C(C=C1Br)C(C(=O)N2)(Cl)Cl,-4.3
C1=C2C(=C(C(=C1Br)Cl)Cl)NC(=O)N2,-4.0
C1=C2C(=C(C(=C1I)Cl)Cl)NC(=O)N2,-4.0
CC1C2=C(C=CC(=C2)Cl)N(C1=S)C,-3.8
C1=CC2=C(NC(=O)C=C2C=C1Cl)Cl,-4.5
CC1=CSC2=C1SC(=S)S2,-2.7
[2H]C1=CC(=CC2=C1C=C(C(=C2)OC)C)C,-4.4
CC1CCCC2=CC(=CCC12C)OC,-3.9
COC1=CC2=C(C=C1)C=C(C=C2)CF,-4.1
COC1=CC2=C(C=C1)C(=C)C(CC2)(F)F,-4.4
C1C2=C1SC3=C2C(=S)NC(=S)N3,-3.8
C[C@H]1[C@@H](SC2=C(S1)SC(=S)S2)C,-3.1
CC1=CC2CCCC[C@H]2C1,-3.7
CCOC1=CC2=C(C=C1)C=C(C=C2)Br,-4.1
COC(=O)C1=CC2=CC(=C(C=C2N1)Cl)F,-4.1
COC1=C(C2=C(C=C1)C=C(C=C2)Br)CCl,-4.2
COC(=O)C1=CC2=C(N1)C=C(C=C2)Cl,-4.0
COC1=C(C2=C(C=C1)C(=CC(=N2)Cl)Cl)Cl,-4.0
COC(=O)C1=CC2=C(N1)C=CC(=C2)Cl,-4.3
COC1=CC2=C(C=CC(=C2)CBr)C=C1,-4.2
C1=CC2=C(C=C1Cl)NC(=N2)C(Cl)(Cl)Cl,-4.2
COC(=O)C1=CC2=C(N1)C=CC(=C2Cl)Cl,-4.4
CCOC1=CC2=C(C=C1)C=C(C=C2)C,-4.3
C1=CC2=C(C=C1Cl)NC(=O)C(=C2)C=O,-4.3
CC1=C(C=CC2=C1N=C(C=C2Cl)Cl)OC,-4.0
CC1=C2C=C(NC2=C(C=C1)C)C(=O)OC,-4.3
COC(=O)C1=CC2=CC(=CC(=C2N1)F)Cl,-4.5
CCOC1=CC2=CC=CC=C2C(=C1)C,-4.4
COC1=C(C2=CC=CC=C2C=C1)C(=O)Cl,-4.2
CC(C)N1C2=C(C=C(C=C2)Cl)NC1=S,-3.9
COC1=CC2=C(C=C1)C=C(C=C2)CCl,-4.1
C1=CC2=C(C=CC3=C2C(=C1)C(=O)N3)Br,-4.8
COC1=CC2=C(C=C1)NC(=C2)C(=O)Cl,-4.3
C1=CC=C2C=C(C=CC2=C1)OCCF,-4.0
CCOC1=CC2=C(C=C1)C=CC(=C2)Br,-4.1
C1=CC=C2C=C(C=CC2=C1)OCCCl,-4.0
CCCN1C2=C(C=C(C=C2)Cl)NC1=S,-3.9
C1=CC2=C(C=CC3=C2C(=C1)C(=O)N3)I,-4.8
C1=CC2=C3C(=C1)C(C(=O)C3=CC=C2)Cl,-4.7
COC1=CC2=C(C=C1)C(=C(C=C2)OC)Cl,-4.0
C1=C2C(=C(C(=C1Cl)Cl)Cl)N=C(N2)C(F)(F)F,-4.3
COC1=CC2=C(C=C1)OC(=C2)CCl,-3.7
CC1=CC(=CC2=C1C=C(N2)C(=O)OC)Cl,-4.2
C1=C(C2=C(C(=C1Cl)Cl)NC(=N2)C(F)(F)F)Cl,-4.3
CN1C2=C3C(=C(C=C2)Cl)C=CC=C3C1=O,-4.4
CCC1=CC2=C(C=C1)NC(=C2)C(=O)Cl,-4.6
COC1=C(C2=C(C=C1)C=C(C=C2)CCl)Cl,-4.1
CC1=CC(=CC2=CC=CC=C12)OC(F)F,-4.6
CC1(C2=C(C(=CC(=C2)Cl)Cl)NC(=O)O1)C,-4.5
CC(=C)N1C2=C(C=C(C=C2)Cl)NC1=O,-4.3
COC1=CC2=C(C=C1)C=C(C=C2)SC,-3.9
CC1=C(C=C2C(=C1Cl)N=C(N2)C(F)(F)F)Cl,-4.3
COC1=C(C(=C2C(=C1)C(=O)C(=O)N2)Cl)Cl,-4.0
C1SCSC2=C(S1)SC(=S)S2,-2.6
C1=CC2=C(C(=C1)Cl)N=C(N2)C(Cl)(Cl)Cl,-4.1
C1=C2C(=CC(=C1F)F)C(C(C2(F)F)(F)Cl)(F)F,-4.7
CN1C2=CC(=C(C=C2NC(=O)C1=O)Cl)Cl,-4.3
C12=C(C(=C(C(=C1Cl)F)Cl)F)N=C(N2)C(F)(F)F,-4.4
CCN1C2=C(C=C(C=C2Cl)Cl)C(=O)C1=O,-3.8
C1CC1C2=NC3=CC(=C(C=C3N2)Cl)Cl,-4.1
C1=CC2=C3C(=C1)C(=O)NC3=C(C=C2Cl)Cl,-4.9
COC(=O)C1=NC2=CC(=C(C=C2N1)Cl)Cl,-4.0
C1=CC=C2C=C(C=CC2=C1)OC(F)(F)F,-4.4
CCC1C(=O)NC2=C(O1)C(=CC(=C2)Cl)Cl,-4.1
C1=CC2=C(C=C1Cl)NC(=O)C(=C2)CBr,-4.4
COC1=CC2=C(C=C1)C=C(O2)C(=O)Cl,-3.9
CCC1C(=O)NC2=C(S1)C=C(C=C2)Cl,-4.0
CC1=C(C2=C(C=C1)NC(=N2)C(Cl)(Cl)Cl)C,-4.4
C1C(=O)CSC2=C(S1)SC(=S)S2,-2.9
COC1=C(C2=CC=CC=C2C=C1)C(Cl)Cl,-4.4
COC1=CC2=C(C=C1)C=C(S2)C#N,-3.5
CC1=C(C=CC2=C1N=C(N2)C(Cl)(Cl)Cl)Cl,-4.3
CC1=C(C(=C2C=C(C=CC2=C1C)OC)C)C,-4.9
C1=CC=C2C(=C1)C(SC2(Cl)Cl)(Cl)Cl,-4.1
COC1=C(C2=C(C(=C1Cl)Cl)NC(=O)C2=O)Cl,-4.0
C1=CC2=CC(=CC3=C2C(=C1)C(=O)N3)Cl,-4.8
CCOC1=C(C2=CCCCC2(CC1)C)C,-4.3
CCOC1=C(C2=C(C=C1)C=CC(=C2F)F)F,-4.2
COC1=CC2=C(C=C1)C(=CC=C2)C(=O)Cl,-4.2
C1=C2C(=CC(=C1Cl)Cl)N(C(=O)C(=O)N2)O,-4.2
C1C=C(C=C2C1(C(C(C2(F)F)(F)F)(F)F)F)Cl,-4.6
C1=CC2=C(C=C1Cl)N=C(C(=O)N2)CBr,-4.1
C1=C(C=C(C2=C1C(=C(N2)Cl)C=O)Cl)Cl,-4.0
COC1=NC2=CC(=C(C=C2NC1=O)Cl)Cl,-4.2
CC1=C(SC2=CC=CC=C12)OCC=C,-3.7
CN1C2=CC=CC3=C2C(=CC=C3)NC1=S,-4.5
CC1C=C(C2=C(C=CC(=C12)C)C)C,-4.7
C1=CC(=C(C2=C1NC(=O)C(=N2)CBr)Cl)Cl,-4.2
CC(OC1=CC2=CC=CC=C2C=C1)Cl,-4.3
C1=C(C=C(C2=C1NC(=O)C(=N2)NO)Cl)Cl,-4.5
CC(C)C1=NC2=CC(=C(C=C2N1)Cl)Cl,-4.1
C1=C2C(=C(C(=C1Cl)Cl)Cl)NC(=O)C(=O)N2O,-4.2
C1=C(C=C(C2=C1N(C(=O)C(=O)N2)O)Cl)Cl,-4.1
CC1=C(C=CC2=C1C=CC(=C2)OC)OC,-4.1
CCOC1=CC2=C(C=C1)C=CC(=S)O2,-4.0
CON=C1C2=C(C(=C(C=C2)Cl)Cl)NC1=O,-4.3
CC1=CC2=C(C=C1C)NC(=C2)C(=O)OC,-4.2
CC1=C2C=C(C=CC2=C(C=C1)OC)OC,-4.1
C1=CC2=C(C=C1Cl)C(C(C2(F)F)(F)F)(F)F,-4.6
COC1=C(C(=C2CCCCC2=C1)Cl)Cl,-3.9
CCOC1=CC2=CC=CC=C2C=C1C,-4.2
CC(=C)C1=CC2=C(N1)C=CC(=C2)C#N,-4.4
COC1=CC2=C(C=CC=C2CCCl)C=C1,-4.1
CCC1=C(C=CC2=C1C=CC(=C2)C)OC,-4.5
CC12CCCCC1CC=CC2,-3.7
CC1(C2=C(C(=CC(=C2)Cl)Cl)NC1=O)Cl,-4.5
COC1=CC2=C(C=C1)NC(=S)C=C2S,-3.9
C=COC1=CC2=C(C=C1)C=C(C=C2)Br,-4.1
C1=C(C2=C(C(=C1F)F)C(C(C2(F)F)(F)F)(F)F)F,-4.8
COC1=C(C2=C(C=C1)C=C(C=C2)CCl)Br,-4.0
CC1=C(NC2=C1C=CC(=C2)Cl)C(=O)OC,-4.2
CC1C2=C(CC1(C)C)C=CC(=C2)OC,-4.3
COC1=C(C2=C(C=CC(=C2C=C1Cl)Cl)Cl)O,-4.2
CCOC1=C(C2=C(N1)C=CC(=C2)Cl)C#N,-4.2
COC1=C(C2=CC=CC=C2C=C1)S(=O)Cl,-4.1
CC1=CC2=C(C=C1)N(S(=O)(=O)C2(Cl)Cl)C,-4.2
C[C@]12CCCC[C@H]1CC=CC2,-3.7
CC1=C(C2=C(C1(C)C)C=C(C=C2)OC)Cl,-4.3
COC1=C(C2=C(C=CC(=C2F)F)C(=C1F)F)F,-4.3
CC1=CC(=C(C2=CC(=O)OC2=C1C)C)C,-4.6
COC1=CC(=C(C2=C1NS(=O)S2)Cl)Cl,-4.0
C=CC=NC1=CC2=CC=CC=C2S1,-3.9
CC[C@@H]1CCC2=C(C1)C=C(C=C2)OC,-4.3
CC[C@H]1CCC2=C(C1)C=C(C=C2)OC,-4.4
C1=CC=C\2C(=C1)C=CC(=O)/C2=C\N=O,-4.3
CC1CC(C=C2C1=C(C(=O)N2)C#N)(C)C,-4.2
C(C1=C2C(=C(S1)CCl)SC(=O)S2)Cl,-3.0
CC(=C)C1C=CC2=C(N1)C=C(C=C2)Cl,-4.2
[2H]C1(CC[C@@]2(CCCC[C@@H]2C1)C)[2H],-3.6
[2H]C1(CC[C@]2(CCCC[C@H]2C1)C)[2H],-3.6
COC1=CC2=C(C=C1)C(=CC2)C3CC3,-4.1
CC1=CC2=C(C(=C1)Cl)NC(=C2)C(=O)OC,-4.3
C1=CC2=C(C=C(N2)CCCCl)C(=C1)Cl,-4.3
CC1=CC2=C(C=C1)NC(=C2)CCCCl,-4.5
CO/N=C\1/C2=C(C(=C(C=C2)Cl)Cl)NC1=O,-4.0
CN=C1C2=C(C(=CC(=C2)Br)Br)NC1=O,-4.0
CCC1=CC2=C(C=C1)C(=C(C=C2)OC)C,-4.4
CC(=C)C1=CC=CC2=C1C=CC(=C2)OC,-4.3
COC1=C(C2=C(C=C1)C=C(C=C2)C=C)Cl,-4.2
C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,-4.9
C1=CC=C(C=C1)COC2=CC3=CC=CC=C3C=C2,-5.1
C1CC2=CC=CC=C2OC1C3=CC=CC=C3,-5.2
C1C(COC2=CC=CC=C21)C3=CC=CC=C3,-4.7
C1C(OC2=C(C1=O)C=C(C=C2)Cl)C3=CC=CC=C3,-5.2
C1CN(C2=C1C=C(C=C2)OCC3=CC=CC=C3)N=O,-4.8
C1=CC=C(C(=C1)C(CO)C2=CC=CC=C2Cl)Cl,-4.4
C1C2=C(C(=CC(=C2)Cl)CCl)OC(O1)C3=CC=CC=C3,-5.1
C1C(OC2=CC=CC=C2C1=O)C3=CC(=CC=C3)Cl,-4.9
C1C(OC2=CC=CC=C2C1=O)C3=CC=C(C=C3)Cl,-4.8
C1[C@@H](COC2=CC=CC=C21)C3=CC=CC=C3,-4.7
C1=CC(=CC(=C1)Cl)C(C(=O)C2=CC(=CC=C2)Cl)O,-4.8
CN(C1CCCCC1)S(=O)(=O)C2=CC=C(C=C2)F,-4.3
C1CC2=CC=CC=C2O[C@H]1C3=CC=CC=C3,-5.1
C1CC2=C(C=CC(=C2)OCC3=CC=CC=C3)C=C1Br,-5.1
C1=CC=C(C=C1)CCC(C2=CC=C(C=C2)Cl)O,-4.6
C1=CC=C2C(=C1)C=CC=C2C(C3=CC=CC=C3Cl)O,-5.4
C1CCCN(CC1)SC2=NC3=CC=CC=C3S2,-4.1
C1=CC=C2C(=C1)C=CC=C2C(C3=CC=CS3)O,-4.8
C1C(OC2=C(C1=O)C=C(C=C2Cl)Cl)C3=CC=CC=C3,-5.2
CC1=CC2=C(C=C1)OC(CC2)C3=CC=CC=C3,-5.1
C1=CC=C(C=C1)C2(C(C(=O)C3=CC=CC=C3O2)Cl)Cl,-5.0
CC1CCN(CC1)SSC2=NC3=CC=CC=C3S2,-4.3
C1=CC=C(C=C1)OCC2=NC3=CC=CC=C3S2,-4.5
CC1=CC=C(C=C1)C2CCC3=CC=CC=C3O2,-5.2
CC1(CC(=O)C2=CC=CC=C2O1)C3=CC=CC=C3,-4.8
CC1=CC=C(C=C1)C2C=C(C3=CC=CC=C3O2)Cl,-5.0
CN1C(=O)CC(C2=CC=CC=C21)SC3=CC=CC=C3,-4.6
C1CC2=C(N=CC(=C2)Cl)OC1C3=CC=C(C=C3)Cl,-5.0
C1CC2=C(N=CC=C2)OC1C3=CC(=C(C=C3)Cl)Cl,-5.3
C1C(OC2=C(C1=O)C=CC(=C2)Cl)C3=CC=CC=C3,-5.4
C1C2C(N2S(=O)(=O)C3=CC=CC=C3)C4=CC=CC=C41,-5.1
C1C(OC2=C(C1=O)C=CC=C2Cl)C3=CC=CC=C3,-5.0
CC1=CC2=C(C=C1)C(=O)CC(O2)C3=CC=CC=C3,-5.2
C1=CC=C(C=C1)C2C(C(=O)C3=CC=CC=C3O2)Cl,-5.4
CC1=CC2=C(C=C1)OC(CC2=O)C3=CC=CC=C3Cl,-5.4
CC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C=CC(=C3)Cl,-5.5
C1C(OC2=CC=CC=C2C1=O)C3=CC=C(C=C3)F,-4.9
C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3Cl,-4.9
C1=CC=C(C=C1)OC(C2=NC3=CC=CC=C3S2)(F)F,-4.9
C1C(OC2=C(C1=O)C=C(C=C2)Cl)C3=CC=C(C=C3)Cl,-5.2
C1=CC(=CC(=C1)Cl)CCC(C2=CC=CS2)O,-4.4
C1=CC=C2C(=C1)C=C(O2)C(=O)OC3=CC=C(C=C3)Cl,-4.8
C1CN2C(=N1)C3=CC=CC=C3CC2(C4=CC(=C(C=C4)Cl)Cl)O,-5.5
C1CN2C(=N1)C3=CC=CC=C3CC2(C4=C(C=C(C=C4)Cl)Cl)O,-5.2
C1=CC=C2C(=C1)C=C(O2)SCC3=CC=CS3,-4.1
CC1=CC=CC=C1C2CC(=O)C3=CC=CC=C3O2,-5.2
C1CC2=C(C=CC(=C2)C=O)OC1C3=CC=CC=C3,-5.3
C1=CC=C2C(=C1)C=C(O2)CSC3=CC=CS3,-4.1
CCOC1(C(=CC2=CC=CC=C2O1)OC)C3=CC=CC=C3,-4.8
CN(C1CCCCC1)S(=O)(=O)C2=CC(=C(C=C2)F)F,-4.5
C1=CC=C(C=C1)OC(=O)C2=CC3=CC=CC=C3O2,-4.9
CC1=CC=C(C=C1)C2CC(=O)C3=CC=CC=C3O2,-5.7
C1=CC=C2C(=C1)N=C(S2)COC3=CC=C(C=C3)Br,-4.6
C1=CC=C(C=C1)OCC2=NC3=CC=CC=C3C=C2,-4.9
CC1=CCCC2=C1C=CC(=C2)OCC3=CC=CC=C3,-5.2
C1C2=CC=CC=C2OP(=S)(O1)C3=CC=CC=C3,-4.7
C1CCC2CC3(C(O3)CC2C1)C4=CC=CC=C4,-4.7
C[C@H]1[C@@H](OC2=CC=CC=C2C1=O)C3=CC=CC=C3,-5.0
C1C(OC2=CSC=C2O1)C3=CC=CC=C3,-4.0
C1CC2=C(C=CC(=C2)Cl)OC1C3=CC=C(C=C3)C#N,-4.8
C1=CC(=CC(=C1)Cl)COC2=CC3=C(C=C2)SC(=O)O3,-4.8
C1C(COC2=C1C=C(C=C2)Cl)C3=CC=CC=C3,-5.3
CC1=CC=C(C=C1)OC(=O)C2=CC3=CC=CC=C3O2,-5.1
CC1=CC2=C(C=C1)C(=O)C[C@@H](O2)C3=CC=CC=C3,-4.8
CC1=C(C(=O)OC2=C1C=CC(=C2)OCC3=CC(=C(C=C3)F)F)C,-5.3
C1=CC=C(C=C1)COC2=CC3=C(C=C2)SC(=O)O3,-4.8
CC1=CC2=C(C=C(C=C2)OCC3=CC=CC=C3)OC1=O,-5.1
CC1=CC2=C(C=C(C=C2)OCC3=CC(=CC=C3)Cl)OC1=O,-5.0
CC1=CC2=C(C=C1)C(=O)CC(O2)C3=CC=C(C=C3)F,-5.1
C1[C@@H](OC2=C(C1=O)C=CC(=C2)F)C3=CC=C(C=C3)F,-4.8
CC1=CC=C(C=C1)[C@H]2CC(=O)C3=C(O2)C=C(C=C3)F,-5.6
CC1=CC=C(C=C1)[C@H]2CC(=O)C3=C(O2)C=C(C=C3)C,-5.6
CC1=CC(=O)OC2=CC(=C(C=C12)Cl)OCC3=CC=C(C=C3)F,-5.3
CC1(CC2=CC=CC=C2O1)C3CCCCC3,-4.9
CCOC(C1=CC=CC=C1)OC2=CC=CC=C2,-4.3
C1=CC(=CC(=C1)Cl)COC2=CC3=C(C=C2)C=CC(=O)O3,-5.2
C1C(OC2=CC=CC=C21)CC3=CC=CC=C3,-4.8
CC1=CC(=O)N2C(=N1)SC(=N2)COC3=CC(=C(C=C3)Cl)C,-4.8
C1=CC2=NC(=CC(=O)N2C=C1)OCC3=CC(=CC=C3)Cl,-5.0
CC1=C(OC2=CC=CC=C12)C(=O)OC3=CC=CC=C3F,-4.8
CC1=C(C(=CC=C1)OCC2=NC3=CC=CC=C3S2)C,-5.0
C1CCC(CC1)C2CC(=O)C3=CC=CC=C3O2,-4.7
CC(=C)CC(CO)(C1=CC=CC=C1)C2=CC=CC=C2,-4.7
C1C(OC2=CC=CC=C2C1=O)C3=CC=C(C=C3)C(F)F,-5.1
CC1=CC(=CC=C1)COC2=CC3=C(C=C2)C=CC(=O)O3,-5.4
C1=CC(=CC(=C1)OCC2=NC3=C(C=CC(=C3)Cl)C=C2)C=O,-5.1
C1=CC=C(C=C1)C(=O)SC2=NC3=CC=CC=C3S2,-4.8
C1=CC=C2C(=C1)C(OC2=O)C(C3=C(C(=CC=C3)Cl)Cl)O,-5.3
[2H]C1(C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3)[2H],-5.1
C1C2C(C2(Cl)Cl)(OC3=CC=CC=C31)C4=CC=CC=C4,-5.3
CC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=CC=C3)C,-5.5
CCOC(C1=CC=CC=C1)OC2=CC(=CC=C2)Cl,-4.3
C1CCC(CC1)C2OC3=CC=CC=C3S2,-4.5
CC(C1=CC=CC=C1)N(S(=O)(=O)C2=CC=CC=C2)Cl,-4.3
COC1(CCC2=CC=CC=C2O1)C3=CC=CC=C3,-4.7
CC1(CCC2=CC=CC=C2O1)C3=CC=CC=C3,-5.1
C1C(=O)C2=CC=CC=C2OC1(C#N)C3=CC=CC=C3,-5.3
CC1=CC2=C(C=C1)OC(CC2=O)C3=CC=C(C=C3)Cl,-5.3
CC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C(=CC=C3)Cl,-5.7
C1[C@@H](OC2=CC=CC=C2C1=O)C3=CC(=CC=C3)Cl,-5.6
COC1C(CC2=CC=CC=C2O1)C3=CC=CC=C3,-4.8
COC1(CC(=O)C2=CC=CC=C2O1)C3=CC=CC=C3,-4.8
COC1CC2=CC=CC=C2OC1(C3=CC=CC=C3)OC,-4.4
CC(=O)OC1(CCC2=CC=CC=C2O1)C3=CC=CC=C3,-4.6
COC1=CC=CC=C1OCC2=NC3=CC=CC=C3S2,-4.6
C1CCC(CC1)C2CCC3=CC=CC=C3O2,-4.6
C1C(=O)C2=CC=CC=C2OC1(C3=CC=CC=C3)Cl,-4.8
C1=CC=C(C=C1)C(=C=O)C(=N)C2=CC=CC=C2,-5.3
COC1CC(OC2=CC=CC=C12)C3=CC=CC=C3,-4.9
C1C(C(OC2=CC=CC=C21)C3=CC=CC=C3)I,-5.1
CC1C(OC2=CC=CC=C12)C(=O)C3=CC=CC=C3,-4.9
COC1=CC=C(C=C1)C2CCC3=CC=CC=C3O2,-5.0
CN(C1CCCCC1)S(=O)(=O)C2=CC=C(C=C2)Cl,-4.2
COC1(C(CC2=CC=CC=C2O1)C3=CC=CC=C3)OC,-4.7
C1=CC=C(C=C1)OC2C=CC3=CC=CC=C3O2,-5.1
C1C(OC2=CC=CC=C2C1Br)C3=CC=CC=C3,-4.9
C1CCC(CC1)P2(=O)NC3=CC=CC=C3S2,-4.6
CC1=CC(=CC2=C1OC(N(C2)C)C3=CC=CC=C3)Cl,-4.8
C1C(OC2=CC=CC=C2O1)C3=CC=CC=C3,-4.5
C=C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,-5.0
COC1=CC=CC=C1C2CCC3=CC=CC=C3O2,-4.7
C1=CC=C(C=C1)SCC2=NC3=CC=CC=C3S2,-4.5
CC1=CC=CC=C1S(=O)(=O)CC(C2=CC=CC=C2)Cl,-4.6
C1CCC2C(C1)CC(C3=CC=CC=C23)(C4=CC=CC=C4)O,-5.9
C1CCC2CC(CCC2C1)(C3=CC=CC=C3)O,-5.1
CC1=CC=C(C=C1)OC(=O)C2=NC3=CC=CC=C3C=C2,-5.4
C1CCC2CC(/C(=N\O)/CC2C1)(C3=CC=CC=C3)O,-5.2
CC1=CC(=CC=C1)C2CC(=O)C3=CC=CC=C3O2,-5.7
C1C(OC2=CC=CC=C2C1=O)C3=CC(=CC=C3)F,-5.0
C1=CC=C(C=C1)OC(=O)C2=NC3=CC=CC=C3S2,-4.7
COC1CC2=CC=CC=C2OC1C3=CC=CC=C3,-4.8
COC1(C=CC2=CC=CC=C2O1)C3=CC=CC=C3,-4.9
COC1=CC2=C(C=C1)OC(CC2=O)(C3=CC=CC=C3)OC,-4.6
CCOC1(C(C(=O)C2=CC=CC=C2O1)Br)C3=CC=CC=C3,-4.9
C1C(C2=CC=CC=C2OC1=O)CC3=CC=CC=C3,-5.0
CC1=C(C2=C(CCC(O2)C3=CC=CC=C3)C(=C1O)C)C,-5.5
CC1=C2C(=CC=C1)SC(=N2)SNC3CCCCC3,-4.6
COC1=CC=C(C=C1)[C@H]2C[C@@H](C3=CC=CC=C3O2)Cl,-5.0
C1[C@@H](OC2=CC=CC=C2[C@H]1Br)C3=CC=CC=C3,-5.0
CC1=CC(=C2C(=C1)C(=O)CC(O2)C3=CC=CC=C3)C,-5.3
C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3F,-5.3
CC1=CC2=C(C=C1)OC(C(C2)I)C3=CC=CC=C3,-5.0
C1C(OC2=C(C1=O)C=CC(=C2)Cl)C3=CC(=CC=C3)Cl,-5.5
C1C(OC2=C(C1=O)C=C(C=C2)Cl)C3=CC(=CC=C3)Cl,-5.4
CC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C=C(C=C3)F,-5.6
CC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C=C(C=C3)C,-5.6
C1C(OC2=CC=CC=C2C1=O)C3=C(C=C(C=C3)Cl)Cl,-5.0
C1C(OC2=CC=CC=C2C1=O)C3=CC(=C(C=C3)Cl)Cl,-4.9
C1C(OC2=CC=CC=C2C1=O)C3=CC(=CC(=C3)Cl)Cl,-4.6
C1C(OC2=CC=CC=C2C1=O)C3=C(C=CC(=C3)Cl)Cl,-4.8
C1C(OC2=CC=CC=C2C1=O)C3=C(C(=CC=C3)Cl)Cl,-5.1
COC1=CC=C(C=C1)C2(CC(=O)C3=C(O2)C=CC(=C3)OC)OC,-4.8
CC1=CC(=O)OC2=C1C=CC(=C2)OCC3=CC(=CC=C3)F,-5.4
C1CC2=CC=CC=C2OC1C3=CC=C(C=C3)C#N,-4.7
C1C(COC2=CC=CC=C21)C3=CC=C(C=C3)Cl,-4.7
C1=CC=C2C(=C1)N=C(S2)COC3=CC=C(C=C3)F,-4.6
C1=CC=C(C(=C1)COC2=CC3=C(C=C2)C=CC(=O)O3)F,-5.2
C1CCC(CC1)C2CC3=CC=CC=C3O2,-4.6
C1C(OC2=CC=CC=C2O1)(C3=CC4=CC=CC=C4C=N3)O,-5.4
C1=CC=C(C=C1)OC(=O)C2=NC3=CC=CC=C3C=C2,-5.1
CCOC1(CCC2=CC=CC=C2O1)C3=CC=CC=C3,-4.6
CN1C2=CC=CC=C2SC(C1=O)C3=CC=CC=C3,-5.1
C1[C@@H]([C@@H](OC2=CC=CC=C21)C3=CC=CC=C3)Br,-5.1
CO[C@H]1CC2=CC=CC=C2O[C@H]1C3=CC=CC=C3,-5.2
COC1(C=CC2(CCCCC2)OO1)C3=CC=C(C=C3)Cl,-4.7
COC1(C=CC2(CCCCC2)OO1)C3=CC=C(C=C3)F,-4.9
CC1=CC=C(C=C1)C2C(=C)C(=O)C3=CC=CC=C3O2,-5.6
C=C1C(OC2=CC=CC=C2C1=O)C3=C(C=C(C=C3)Cl)Cl,-5.1
C1CCC(CC1)SC2=NC3=CC=CC=C3S2,-4.4
CC1=C(OC2=C1C=CC(=C2)F)C(C3CCCCC3)O,-5.1
CC1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3S2)C,-4.9
CC1=CC=C(C=C1)[C@H]2CC(=O)C3=CC=CC=C3O2,-5.7
CC1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,-5.1
C1CCC(CC1)[C@H]2CC(=O)C3=CC=CC=C3O2,-5.4
C1CC2=C(C=CC(=C2)C#N)OC1C3=CC=C(C=C3)Cl,-5.0
C1[C@@H](OC2=CC=CC=C2C1=O)C3=CC=CC=C3Cl,-5.1
C1=CC=C2C(=C1)C=CC=C2C(C3=CC=C(C=C3)F)O,-5.5
COC1(C=CC2(CCCCCC2)OO1)C3=CC=C(C=C3)F,-5.1
C1C(=NC2=CC=CC=C2S1)SCC3=CC=CC=C3,-4.6
COC1(C=CC2(CCCCCC2)OO1)C3=CC=CC=C3,-5.1
CC1=CC2=C(C=C1)OC(C=C2)C3=CC=CC=C3,-5.1
C=C1C(OC2=CC=CC=C2C1=O)C3=CC(=CC=C3)Cl,-5.1
C=C1C(OC2=CC=CC=C2C1=O)C3=CC=C(C=C3)Cl,-5.0
COC1=CC=CC(=C1)C2CCC3=CC=CC=C3O2,-5.1
C[C@@H]([C@@H](C1=CC=CC=C1)O)SC2=CC=C(C=C2)Cl,-4.5
C1C(OC2=C(C1=O)C=CC(=C2)F)C3=CC=C(C=C3)F,-5.4
C1C(C(OC2=CC=CC=C21)(C3=CC=CC=C3)Cl)Cl,-5.1
CC1=CC=CC=C1[C@H]2CC(=O)C3=CC=CC=C3O2,-5.2
C1CC2=C(C=CC(=C2)C#N)OC1C3=CC=CC=C3,-5.0
C1C(COC2=C1C=C(C=C2)Cl)C3=CC=C(C=C3)Cl,-5.3
C1=CC=C2C(=C1)C=CC=C2C(C3=CC=C(C=C3)Cl)O,-5.5
CC1=CC2=C(C=C1)C(=O)CC(O2)C3=CC=CS3,-4.5
C1CC2=C(C=C(C=C2)Cl)OC1C3=CC=CC=C3,-5.1
C1C(OC2=CC=CC=C2C1=O)C3=C(C=CC=C3Cl)F,-4.8
C1C2CC3=CC=CC=C3OC2C4=CC=CC=C41,-5.4
C1CC2=C(C=CC(=C2Cl)OCC3=CC=CC=C3)C(=O)C1,-4.9
COC1=CC2=C(C=C1)OC(C=C2)C3=CC=CC=C3,-4.8
C1C(OC2=CC=CC=C2C1=O)C3=CC=CS3,-4.4
CC1=CC2=CC=CC=C2OC1C3=CC=CC=C3,-5.0
CC1=C(C2=C(CCC(O2)(C3=CC=CC=C3)OC)C(=C1O)C)C,-5.0
C[C@@H]1[C@@H](OC2=CC=CC=C12)C3=CC=CC=C3,-4.8
CC1=CC(=CC=C1)[C@H]2CC(=O)C3=CC=CC=C3O2,-5.7
C1=CC=C(C=C1)C(=O)C2C=CC3=CC=CC=C23,-4.8
CCCN1C=C(N=N1)COC2=CC3=CC=CC=C3C=C2,-5.0
